date,temperature,label
2018-02-22 18:00:00,22.437,inside
2018-02-22 18:30:00,22.375,inside
2018-02-22 18:30:00,7.27,outside
2018-02-22 19:00:00,8.1,outside
2018-02-22 19:00:00,22.812,inside
2018-02-22 19:30:00,8.61,outside
2018-02-22 19:30:00,22.687,inside
2018-02-22 20:00:00,8.47,outside
2018-02-22 20:00:00,22.812,inside
2018-02-22 20:30:00,8.19,outside
2018-02-22 20:30:00,22.812,inside
2018-02-22 21:00:00,8.73,outside
2018-02-22 21:00:00,22.937,inside
2018-02-22 21:30:00,9.24,outside
2018-02-22 21:30:00,23.125,inside
2018-02-22 22:00:00,9.57,outside
2018-02-22 22:00:00,23.375,inside
2018-02-22 22:30:00,9.01,outside
2018-02-22 22:30:00,23.312,inside
2018-02-22 23:00:00,9.37,outside
2018-02-22 23:00:00,23.312,inside
2018-02-22 23:30:00,23.375,inside
2018-02-22 23:30:00,8.97,outside
2018-02-23 00:00:00,8.24,outside
2018-02-23 00:00:00,23.25,inside
2018-02-23 00:30:00,8.16,outside
2018-02-23 00:30:00,23.312,inside
2018-02-23 01:00:00,23.375,inside
2018-02-23 01:00:00,7.93,outside
2018-02-23 01:30:00,23.437,inside
2018-02-23 01:30:00,7.18,outside
2018-02-23 02:00:00,23.375,inside
2018-02-23 02:00:00,6.32,outside
2018-02-23 02:30:00,5.93,outside
2018-02-23 02:30:00,23.437,inside
2018-02-23 03:00:00,23.437,inside
2018-02-23 03:00:00,5.66,outside
2018-02-23 03:30:00,23.25,inside
2018-02-23 03:30:00,5.46,outside
2018-02-23 04:00:00,23.062,inside
2018-02-23 04:00:00,5.36,outside
2018-02-23 04:30:00,23.0,inside
2018-02-23 04:30:00,5.24,outside
2018-02-23 05:00:00,5.17,outside
2018-02-23 05:00:00,23.0,inside
2018-02-23 05:30:00,4.94,outside
2018-02-23 05:30:00,22.937,inside
2018-02-23 06:00:00,22.75,inside
2018-02-23 06:00:00,4.88,outside
2018-02-23 06:30:00,4.68,outside
2018-02-23 06:30:00,22.75,inside
2018-02-23 07:00:00,4.41,outside
2018-02-23 07:00:00,22.625,inside
2018-02-23 07:30:00,22.625,inside
2018-02-23 07:30:00,4.24,outside
2018-02-23 08:00:00,3.99,outside
2018-02-23 08:00:00,22.562,inside
2018-02-23 08:30:00,3.67,outside
2018-02-23 08:30:00,22.5,inside
2018-02-23 09:00:00,22.562,inside
2018-02-23 09:00:00,3.43,outside
2018-02-23 09:30:00,3.19,outside
2018-02-23 09:30:00,22.5,inside
2018-02-23 10:00:00,22.437,inside
2018-02-23 10:00:00,2.97,outside
2018-02-23 10:30:00,22.375,inside
2018-02-23 10:30:00,2.71,outside
2018-02-23 11:00:00,22.312,inside
2018-02-23 11:00:00,2.49,outside
2018-02-23 11:30:00,22.25,inside
2018-02-23 11:30:00,2.43,outside
2018-02-23 12:00:00,22.25,inside
2018-02-23 12:00:00,2.3,outside
2018-02-23 12:30:00,2.13,outside
2018-02-23 12:30:00,22.125,inside
2018-02-23 13:00:00,22.062,inside
2018-02-23 13:00:00,1.79,outside
2018-02-23 13:30:00,1.52,outside
2018-02-23 13:30:00,22.0,inside
2018-02-23 14:00:00,1.48,outside
2018-02-23 14:00:00,22.062,inside
2018-02-23 14:30:00,22.062,inside
2018-02-23 14:30:00,1.57,outside
2018-02-23 15:00:00,1.86,outside
2018-02-23 15:00:00,21.937,inside
2018-02-23 15:30:00,21.875,inside
2018-02-23 15:30:00,1.67,outside
2018-02-23 16:00:00,2.21,outside
2018-02-23 16:00:00,21.875,inside
2018-02-23 16:30:00,21.75,inside
2018-02-23 16:30:00,3.13,outside
2018-02-23 17:00:00,21.75,inside
2018-02-23 17:00:00,3.66,outside
2018-02-23 17:30:00,4.28,outside
2018-02-23 17:30:00,21.875,inside
2018-02-23 18:00:00,5.33,outside
2018-02-23 18:00:00,21.937,inside
2018-02-23 18:30:00,6.03,outside
2018-02-23 18:30:00,22.0,inside
2018-02-23 19:00:00,6.82,outside
2018-02-23 19:00:00,22.187,inside
2018-02-23 19:30:00,22.437,inside
2018-02-23 19:30:00,7.23,outside
2018-02-23 20:00:00,7.99,outside
2018-02-23 20:00:00,22.75,inside
2018-02-23 20:30:00,8.63,outside
2018-02-23 20:30:00,22.875,inside
2018-02-23 21:00:00,9.67,outside
2018-02-23 21:00:00,22.687,inside
2018-02-23 21:30:00,9.7,outside
2018-02-23 21:30:00,22.875,inside
2018-02-23 22:00:00,23.0,inside
2018-02-23 22:00:00,10.26,outside
2018-02-23 22:30:00,23.25,inside
2018-02-23 22:30:00,10.39,outside
2018-02-23 23:00:00,23.187,inside
2018-02-23 23:00:00,10.71,outside
2018-02-23 23:30:00,23.062,inside
2018-02-23 23:30:00,10.54,outside
2018-02-24 00:00:00,9.53,outside
2018-02-24 00:00:00,23.375,inside
2018-02-24 00:30:00,8.88,outside
2018-02-24 00:30:00,23.375,inside
2018-02-24 01:00:00,23.25,inside
2018-02-24 01:00:00,8.68,outside
2018-02-24 01:30:00,8.4,outside
2018-02-24 01:30:00,23.312,inside
2018-02-24 02:00:00,23.312,inside
2018-02-24 02:00:00,7.62,outside
2018-02-24 02:30:00,7.1,outside
2018-02-24 02:30:00,23.312,inside
2018-02-24 03:00:00,6.93,outside
2018-02-24 03:00:00,23.25,inside
2018-02-24 03:30:00,6.53,outside
2018-02-24 03:30:00,23.187,inside
2018-02-24 04:00:00,23.125,inside
2018-02-24 04:00:00,6.88,outside
2018-02-24 04:30:00,7.03,outside
2018-02-24 04:30:00,23.0,inside
2018-02-24 05:00:00,22.875,inside
2018-02-24 05:00:00,7.24,outside
2018-02-24 05:30:00,7.24,outside
2018-02-24 05:30:00,22.875,inside
2018-02-24 06:00:00,7.29,outside
2018-02-24 06:00:00,22.875,inside
2018-02-24 06:30:00,7.02,outside
2018-02-24 06:30:00,22.75,inside
2018-02-24 07:00:00,22.625,inside
2018-02-24 07:00:00,6.71,outside
2018-02-24 07:30:00,6.78,outside
2018-02-24 07:30:00,22.625,inside
2018-02-24 08:00:00,22.5,inside
2018-02-24 08:00:00,6.69,outside
2018-02-24 08:30:00,6.41,outside
2018-02-24 08:30:00,22.562,inside
2018-02-24 09:00:00,6.13,outside
2018-02-24 09:00:00,22.437,inside
2018-02-24 09:30:00,5.29,outside
2018-02-24 09:30:00,22.437,inside
2018-02-24 10:00:00,5.38,outside
2018-02-24 10:00:00,22.437,inside
2018-02-24 10:30:00,5.16,outside
2018-02-24 10:30:00,22.437,inside
2018-02-24 11:00:00,22.375,inside
2018-02-24 11:00:00,4.95,outside
2018-02-24 11:30:00,4.98,outside
2018-02-24 11:30:00,22.312,inside
2018-02-24 12:00:00,4.9,outside
2018-02-24 12:00:00,22.375,inside
2018-02-24 12:30:00,4.78,outside
2018-02-24 12:30:00,22.312,inside
2018-02-24 13:00:00,4.43,outside
2018-02-24 13:00:00,22.312,inside
2018-02-24 13:30:00,22.312,inside
2018-02-24 13:30:00,4.24,outside
2018-02-24 14:00:00,22.187,inside
2018-02-24 14:00:00,4.25,outside
2018-02-24 14:30:00,4.33,outside
2018-02-24 14:30:00,22.187,inside
2018-02-24 15:00:00,4.34,outside
2018-02-24 15:00:00,22.125,inside
2018-02-24 15:30:00,4.58,outside
2018-02-24 15:30:00,22.125,inside
2018-02-24 16:00:00,4.96,outside
2018-02-24 16:00:00,22.062,inside
2018-02-24 16:30:00,22.0,inside
2018-02-24 16:30:00,5.41,outside
2018-02-24 17:00:00,22.0,inside
2018-02-24 17:00:00,5.52,outside
2018-02-24 17:30:00,22.0,inside
2018-02-24 17:30:00,5.93,outside
2018-02-24 18:00:00,22.125,inside
2018-02-24 18:00:00,6.3,outside
2018-02-24 18:30:00,6.99,outside
2018-02-24 18:30:00,22.125,inside
2018-02-24 19:00:00,7.96,outside
2018-02-24 19:00:00,22.25,inside
2018-02-24 19:30:00,22.25,inside
2018-02-24 19:30:00,9.24,outside
2018-02-24 20:00:00,9.74,outside
2018-02-24 20:00:00,22.062,inside
2018-02-24 20:30:00,10.01,outside
2018-02-24 20:30:00,22.187,inside
2018-02-24 21:00:00,22.062,inside
2018-02-24 21:00:00,10.37,outside
2018-02-24 21:30:00,10.84,outside
2018-02-24 21:30:00,22.25,inside
2018-02-24 22:00:00,11.63,outside
2018-02-24 22:00:00,22.25,inside
2018-02-24 22:30:00,11.24,outside
2018-02-24 22:30:00,22.437,inside
2018-02-24 23:00:00,10.97,outside
2018-02-24 23:00:00,22.437,inside
2018-02-24 23:30:00,10.92,outside
2018-02-24 23:30:00,22.312,inside
2018-02-25 00:00:00,10.73,outside
2018-02-25 00:00:00,22.875,inside
2018-02-25 00:30:00,10.44,outside
2018-02-25 00:30:00,22.75,inside
2018-02-25 01:00:00,22.875,inside
2018-02-25 01:00:00,9.83,outside
2018-02-25 01:30:00,9.45,outside
2018-02-25 01:30:00,22.937,inside
2018-02-25 02:00:00,8.88,outside
2018-02-25 02:00:00,22.875,inside
2018-02-25 02:30:00,8.34,outside
2018-02-25 02:30:00,22.937,inside
2018-02-25 03:00:00,7.94,outside
2018-02-25 03:00:00,22.937,inside
2018-02-25 03:30:00,22.875,inside
2018-02-25 03:30:00,7.46,outside
2018-02-25 04:00:00,7.13,outside
2018-02-25 04:00:00,22.75,inside
2018-02-25 04:30:00,22.75,inside
2018-02-25 04:30:00,7.04,outside
2018-02-25 05:00:00,22.562,inside
2018-02-25 05:00:00,6.86,outside
2018-02-25 05:30:00,22.562,inside
2018-02-25 05:30:00,6.72,outside
2018-02-25 06:00:00,22.625,inside
2018-02-25 06:00:00,6.59,outside
2018-02-25 06:30:00,6.56,outside
2018-02-25 06:30:00,22.625,inside
2018-02-25 07:00:00,6.38,outside
2018-02-25 07:00:00,22.562,inside
2018-02-25 07:30:00,6.17,outside
2018-02-25 07:30:00,22.562,inside
2018-02-25 08:00:00,22.437,inside
2018-02-25 08:00:00,6.01,outside
2018-02-25 08:30:00,22.437,inside
2018-02-25 08:30:00,5.73,outside
2018-02-25 09:00:00,22.375,inside
2018-02-25 09:00:00,5.43,outside
2018-02-25 09:30:00,5.87,outside
2018-02-25 09:30:00,22.437,inside
2018-02-25 10:00:00,5.86,outside
2018-02-25 10:00:00,22.437,inside
2018-02-25 10:30:00,22.437,inside
2018-02-25 10:30:00,5.41,outside
2018-02-25 11:00:00,5.43,outside
2018-02-25 11:00:00,22.375,inside
2018-02-25 11:30:00,22.312,inside
2018-02-25 11:30:00,6.89,outside
2018-02-25 12:00:00,5.59,outside
2018-02-25 12:00:00,22.25,inside
2018-02-25 12:30:00,22.312,inside
2018-02-25 12:30:00,6.26,outside
2018-02-25 13:00:00,5.91,outside
2018-02-25 13:00:00,22.187,inside
2018-02-25 13:30:00,6.25,outside
2018-02-25 13:30:00,22.187,inside
2018-02-25 14:00:00,22.062,inside
2018-02-25 14:00:00,6.78,outside
2018-02-25 14:30:00,5.89,outside
2018-02-25 14:30:00,22.062,inside
2018-02-25 15:00:00,22.0,inside
2018-02-25 15:00:00,5.17,outside
2018-02-25 15:30:00,4.72,outside
2018-02-25 15:30:00,22.0,inside
2018-02-25 16:00:00,21.937,inside
2018-02-25 16:00:00,5.52,outside
2018-02-25 16:30:00,22.062,inside
2018-02-25 16:30:00,5.61,outside
2018-02-25 17:00:00,21.937,inside
2018-02-25 17:00:00,6.13,outside
2018-02-25 17:30:00,6.99,outside
2018-02-25 17:30:00,22.0,inside
2018-02-25 18:00:00,7.83,outside
2018-02-25 18:00:00,22.0,inside
2018-02-25 18:30:00,8.94,outside
2018-02-25 18:30:00,22.187,inside
2018-02-25 19:00:00,21.75,inside
2018-02-25 19:00:00,9.68,outside
2018-02-25 19:30:00,21.937,inside
2018-02-25 19:30:00,10.73,outside
2018-02-25 20:00:00,21.937,inside
2018-02-25 20:00:00,11.27,outside
2018-02-25 20:30:00,22.062,inside
2018-02-25 20:30:00,11.95,outside
2018-02-25 21:00:00,22.187,inside
2018-02-25 21:00:00,12.24,outside
2018-02-25 21:30:00,22.5,inside
2018-02-25 21:30:00,12.64,outside
2018-02-25 22:00:00,12.11,outside
2018-02-25 22:00:00,22.062,inside
2018-02-25 22:30:00,11.82,outside
2018-02-25 22:30:00,22.187,inside
2018-02-25 23:00:00,22.125,inside
2018-02-25 23:00:00,12.19,outside
2018-02-25 23:30:00,22.625,inside
2018-02-25 23:30:00,12.35,outside
2018-02-26 00:00:00,12.32,outside
2018-02-26 00:00:00,22.375,inside
2018-02-26 00:30:00,12.53,outside
2018-02-26 00:30:00,22.312,inside
2018-02-26 01:00:00,12.32,outside
2018-02-26 01:00:00,22.812,inside
2018-02-26 01:30:00,11.67,outside
2018-02-26 01:30:00,22.75,inside
2018-02-26 02:00:00,10.95,outside
2018-02-26 02:00:00,22.875,inside
2018-02-26 02:30:00,9.78,outside
2018-02-26 02:30:00,22.875,inside
2018-02-26 03:00:00,22.875,inside
2018-02-26 03:00:00,8.89,outside
2018-02-26 03:30:00,22.812,inside
2018-02-26 03:30:00,7.89,outside
2018-02-26 04:00:00,7.33,outside
2018-02-26 04:00:00,22.875,inside
2018-02-26 04:30:00,7.08,outside
2018-02-26 04:30:00,22.812,inside
2018-02-26 05:00:00,6.99,outside
2018-02-26 05:00:00,22.687,inside
2018-02-26 05:30:00,22.687,inside
2018-02-26 05:30:00,7.02,outside
2018-02-26 06:00:00,22.75,inside
2018-02-26 06:00:00,7.05,outside
2018-02-26 06:30:00,22.75,inside
2018-02-26 06:30:00,7.32,outside
2018-02-26 07:00:00,22.625,inside
2018-02-26 07:00:00,7.57,outside
2018-02-26 07:30:00,7.58,outside
2018-02-26 07:30:00,22.687,inside
2018-02-26 08:00:00,7.88,outside
2018-02-26 08:00:00,22.687,inside
2018-02-26 08:30:00,22.562,inside
2018-02-26 08:30:00,7.8,outside
2018-02-26 09:00:00,22.625,inside
2018-02-26 09:00:00,7.77,outside
2018-02-26 09:30:00,8.03,outside
2018-02-26 09:30:00,22.625,inside
2018-02-26 10:00:00,22.562,inside
2018-02-26 10:00:00,8.1,outside
2018-02-26 10:30:00,7.31,outside
2018-02-26 10:30:00,22.625,inside
2018-02-26 11:00:00,6.87,outside
2018-02-26 11:00:00,22.562,inside
2018-02-26 11:30:00,7.0,outside
2018-02-26 11:30:00,22.562,inside
2018-02-26 12:00:00,7.12,outside
2018-02-26 12:00:00,22.437,inside
2018-02-26 12:30:00,7.19,outside
2018-02-26 12:30:00,22.562,inside
2018-02-26 13:00:00,7.5,outside
2018-02-26 13:00:00,22.5,inside
2018-02-26 13:30:00,22.562,inside
2018-02-26 13:30:00,7.92,outside
2018-02-26 14:00:00,7.74,outside
2018-02-26 14:00:00,22.5,inside
2018-02-26 14:30:00,7.7,outside
2018-02-26 14:30:00,22.5,inside
2018-02-26 15:00:00,22.562,inside
2018-02-26 15:00:00,7.53,outside
2018-02-26 15:30:00,22.562,inside
2018-02-26 15:30:00,6.54,outside
2018-02-26 16:00:00,6.24,outside
2018-02-26 16:00:00,22.562,inside
2018-02-26 16:30:00,22.625,inside
2018-02-26 16:30:00,6.44,outside
2018-02-26 17:00:00,6.49,outside
2018-02-26 17:00:00,22.625,inside
2018-02-26 17:30:00,22.687,inside
2018-02-26 17:30:00,6.97,outside
2018-02-26 18:00:00,7.13,outside
2018-02-26 18:00:00,22.75,inside
2018-02-26 18:30:00,7.21,outside
2018-02-26 18:30:00,22.875,inside
2018-02-26 19:00:00,22.875,inside
2018-02-26 19:00:00,7.87,outside
2018-02-26 19:30:00,8.43,outside
2018-02-26 19:30:00,22.937,inside
2018-02-26 20:00:00,22.875,inside
2018-02-26 20:00:00,8.63,outside
2018-02-26 20:30:00,9.07,outside
2018-02-26 20:30:00,23.0,inside
2018-02-26 21:00:00,23.062,inside
2018-02-26 21:00:00,9.41,outside
2018-02-26 21:30:00,23.125,inside
2018-02-26 21:30:00,9.43,outside
2018-02-26 22:00:00,9.64,outside
2018-02-26 22:00:00,23.125,inside
2018-02-26 22:30:00,9.48,outside
2018-02-26 22:30:00,23.0,inside
2018-02-26 23:00:00,9.84,outside
2018-02-26 23:00:00,23.187,inside
2018-02-26 23:30:00,23.25,inside
2018-02-26 23:30:00,9.97,outside
2018-02-27 00:00:00,23.375,inside
2018-02-27 00:00:00,9.48,outside
2018-02-27 00:30:00,23.375,inside
2018-02-27 00:30:00,7.86,outside
2018-02-27 01:00:00,5.48,outside
2018-02-27 01:00:00,23.375,inside
2018-02-27 01:30:00,4.32,outside
2018-02-27 01:30:00,23.437,inside
2018-02-27 02:00:00,23.5,inside
2018-02-27 02:00:00,4.62,outside
2018-02-27 02:30:00,23.5,inside
2018-02-27 02:30:00,4.58,outside
2018-02-27 03:00:00,23.312,inside
2018-02-27 03:00:00,4.48,outside
2018-02-27 03:30:00,4.4,outside
2018-02-27 03:30:00,23.312,inside
2018-02-27 04:00:00,23.0,inside
2018-02-27 04:00:00,4.75,outside
2018-02-27 04:30:00,22.375,inside
2018-02-27 04:30:00,5.01,outside
2018-02-27 05:00:00,23.0,inside
2018-02-27 05:00:00,4.58,outside
2018-02-27 05:30:00,22.937,inside
2018-02-27 05:30:00,4.93,outside
2018-02-27 06:00:00,22.937,inside
2018-02-27 06:00:00,4.57,outside
2018-02-27 06:30:00,22.875,inside
2018-02-27 06:30:00,4.57,outside
2018-02-27 07:00:00,22.687,inside
2018-02-27 07:00:00,4.69,outside
2018-02-27 07:30:00,4.56,outside
2018-02-27 07:30:00,22.687,inside
2018-02-27 08:00:00,4.19,outside
2018-02-27 08:00:00,22.687,inside
2018-02-27 08:30:00,4.14,outside
2018-02-27 08:30:00,22.687,inside
2018-02-27 09:00:00,4.65,outside
2018-02-27 09:00:00,22.625,inside
2018-02-27 09:30:00,22.625,inside
2018-02-27 09:30:00,4.76,outside
2018-02-27 10:00:00,22.5,inside
2018-02-27 10:00:00,4.76,outside
2018-02-27 10:30:00,22.437,inside
2018-02-27 10:30:00,4.85,outside
2018-02-27 11:00:00,4.85,outside
2018-02-27 11:00:00,22.5,inside
2018-02-27 11:30:00,22.437,inside
2018-02-27 11:30:00,4.77,outside
2018-02-27 12:00:00,4.55,outside
2018-02-27 12:00:00,22.312,inside
2018-02-27 12:30:00,4.36,outside
2018-02-27 12:30:00,22.312,inside
2018-02-27 13:00:00,4.32,outside
2018-02-27 13:00:00,22.312,inside
2018-02-27 13:30:00,4.19,outside
2018-02-27 13:30:00,22.187,inside
2018-02-27 14:00:00,22.187,inside
2018-02-27 14:00:00,4.12,outside
2018-02-27 14:30:00,3.87,outside
2018-02-27 14:30:00,22.312,inside
2018-02-27 15:00:00,22.312,inside
2018-02-27 15:00:00,4.29,outside
2018-02-27 15:30:00,4.08,outside
2018-02-27 15:30:00,22.25,inside
2018-02-27 16:00:00,22.25,inside
2018-02-27 16:00:00,4.57,outside
2018-02-27 16:30:00,22.312,inside
2018-02-27 16:30:00,5.04,outside
2018-02-27 17:00:00,5.51,outside
2018-02-27 17:00:00,22.312,inside
2018-02-27 17:30:00,22.437,inside
2018-02-27 17:30:00,6.28,outside
2018-02-27 18:00:00,22.437,inside
2018-02-27 18:00:00,7.24,outside
2018-02-27 18:30:00,7.87,outside
2018-02-27 18:30:00,22.562,inside
2018-02-27 19:00:00,22.562,inside
2018-02-27 19:00:00,8.42,outside
2018-02-27 19:30:00,22.875,inside
2018-02-27 19:30:00,9.08,outside
2018-02-27 20:00:00,22.937,inside
2018-02-27 20:00:00,9.68,outside
2018-02-27 20:30:00,10.17,outside
2018-02-27 20:30:00,22.937,inside
2018-02-27 21:00:00,22.937,inside
2018-02-27 21:00:00,10.94,outside
2018-02-27 21:30:00,23.125,inside
2018-02-27 21:30:00,11.54,outside
2018-02-27 22:00:00,12.09,outside
2018-02-27 22:00:00,22.937,inside
2018-02-27 22:30:00,12.09,outside
2018-02-27 22:30:00,23.187,inside
2018-02-27 23:00:00,11.48,outside
2018-02-27 23:00:00,23.25,inside
2018-02-27 23:30:00,23.187,inside
2018-02-27 23:30:00,11.43,outside
2018-02-28 00:00:00,23.312,inside
2018-02-28 00:00:00,11.18,outside
2018-02-28 00:30:00,23.375,inside
2018-02-28 00:30:00,10.75,outside
2018-02-28 01:00:00,23.375,inside
2018-02-28 01:00:00,10.31,outside
2018-02-28 01:30:00,23.562,inside
2018-02-28 01:30:00,9.58,outside
2018-02-28 02:00:00,23.375,inside
2018-02-28 02:00:00,8.42,outside
2018-02-28 02:30:00,23.5,inside
2018-02-28 02:30:00,7.67,outside
2018-02-28 03:00:00,23.5,inside
2018-02-28 03:00:00,7.59,outside
2018-02-28 03:30:00,23.375,inside
2018-02-28 03:30:00,7.23,outside
2018-02-28 04:00:00,23.375,inside
2018-02-28 04:00:00,7.31,outside
2018-02-28 04:30:00,23.312,inside
2018-02-28 04:30:00,8.36,outside
2018-02-28 05:00:00,23.187,inside
2018-02-28 05:00:00,8.74,outside
2018-02-28 05:30:00,7.82,outside
2018-02-28 05:30:00,23.062,inside
2018-02-28 06:00:00,23.125,inside
2018-02-28 06:00:00,6.8,outside
2018-02-28 06:30:00,7.27,outside
2018-02-28 06:30:00,22.875,inside
2018-02-28 07:00:00,7.24,outside
2018-02-28 07:00:00,23.0,inside
2018-02-28 07:30:00,6.66,outside
2018-02-28 07:30:00,23.0,inside
2018-02-28 08:00:00,23.062,inside
2018-02-28 08:00:00,6.31,outside
2018-02-28 08:30:00,6.1,outside
2018-02-28 08:30:00,22.812,inside
2018-02-28 09:00:00,22.812,inside
2018-02-28 09:00:00,6.27,outside
2018-02-28 09:30:00,6.19,outside
2018-02-28 09:30:00,22.937,inside
2018-02-28 10:00:00,22.875,inside
2018-02-28 10:00:00,6.18,outside
2018-02-28 10:30:00,6.29,outside
2018-02-28 10:30:00,22.812,inside
2018-02-28 11:00:00,22.75,inside
2018-02-28 11:00:00,6.02,outside
2018-02-28 11:30:00,22.75,inside
2018-02-28 11:30:00,5.92,outside
2018-02-28 12:00:00,22.75,inside
2018-02-28 12:00:00,5.71,outside
2018-02-28 12:30:00,5.79,outside
2018-02-28 12:30:00,22.687,inside
2018-02-28 13:00:00,22.75,inside
2018-02-28 13:00:00,6.27,outside
2018-02-28 13:30:00,6.32,outside
2018-02-28 13:30:00,22.687,inside
2018-02-28 14:00:00,6.41,outside
2018-02-28 14:00:00,22.625,inside
2018-02-28 14:30:00,6.44,outside
2018-02-28 14:30:00,22.625,inside
2018-02-28 15:00:00,6.54,outside
2018-02-28 15:00:00,22.687,inside
2018-02-28 15:30:00,22.625,inside
2018-02-28 15:30:00,6.6,outside
2018-02-28 16:00:00,22.75,inside
2018-02-28 16:00:00,6.29,outside
2018-02-28 16:30:00,6.57,outside
2018-02-28 16:30:00,22.75,inside
2018-02-28 17:00:00,6.72,outside
2018-02-28 17:00:00,22.75,inside
2018-02-28 17:30:00,7.12,outside
2018-02-28 17:30:00,22.75,inside
2018-02-28 18:00:00,22.812,inside
2018-02-28 18:00:00,7.44,outside
2018-02-28 18:30:00,8.04,outside
2018-02-28 18:30:00,22.812,inside
2018-02-28 19:00:00,22.875,inside
2018-02-28 19:00:00,8.33,outside
2018-02-28 19:30:00,23.0,inside
2018-02-28 19:30:00,9.22,outside
2018-02-28 20:00:00,23.0,inside
2018-02-28 20:00:00,9.3,outside
2018-02-28 20:30:00,9.59,outside
2018-02-28 20:30:00,23.062,inside
2018-02-28 21:00:00,9.34,outside
2018-02-28 21:00:00,23.062,inside
2018-02-28 21:30:00,9.12,outside
2018-02-28 21:30:00,23.0,inside
2018-02-28 22:00:00,8.92,outside
2018-02-28 22:00:00,23.062,inside
2018-02-28 22:30:00,8.82,outside
2018-02-28 22:30:00,23.125,inside
2018-02-28 23:00:00,9.21,outside
2018-02-28 23:00:00,23.125,inside
2018-02-28 23:30:00,23.25,inside
2018-02-28 23:30:00,9.43,outside
2018-03-01 00:00:00,23.187,inside
2018-03-01 00:00:00,9.59,outside
2018-03-01 00:30:00,23.312,inside
2018-03-01 00:30:00,9.47,outside
2018-03-01 01:00:00,9.33,outside
2018-03-01 01:00:00,23.25,inside
2018-03-01 01:30:00,9.17,outside
2018-03-01 01:30:00,23.312,inside
2018-03-01 02:00:00,23.125,inside
2018-03-01 02:00:00,8.95,outside
2018-03-01 02:30:00,8.82,outside
2018-03-01 02:30:00,23.187,inside
2018-03-01 03:00:00,8.58,outside
2018-03-01 03:00:00,23.187,inside
2018-03-01 03:30:00,8.38,outside
2018-03-01 03:30:00,23.187,inside
2018-03-01 04:00:00,23.187,inside
2018-03-01 04:00:00,8.49,outside
2018-03-01 04:30:00,23.125,inside
2018-03-01 04:30:00,8.6,outside
2018-03-01 05:00:00,8.77,outside
2018-03-01 05:00:00,23.187,inside
2018-03-01 05:30:00,8.83,outside
2018-03-01 05:30:00,23.125,inside
2018-03-01 06:00:00,23.125,inside
2018-03-01 06:00:00,8.73,outside
2018-03-01 06:30:00,8.88,outside
2018-03-01 06:30:00,23.062,inside
2018-03-01 07:00:00,8.4,outside
